"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","osd0.j8osds-d.skyhook-pg0.wisc.cloudlab.us",,,,"User:","jlefevre"
"Cmdline:","dstat -cdn --epoch --noheaders --integer --output dstat.8osds.lineitem.10MB.osd0.log",,,,"Date:","08 Sep 2019 20:27:19 CDT"
"total cpu usage",,,,,"dsk/total",,"net/total",,"epoch"
0,0,100,0,0,0,8192,62514,106591,1567993824.289
0.225,0.200,99.575,0,0,90177536,8192,33982,71756291,1567993825.289
0.250,0.100,99.650,0,0,67633152,8192,44712,93248942,1567993826.289
0.075,0.025,99.875,0.025,0,4194304,2818048,26326,14022,1567993827.289
0.200,0.150,99.650,0,0,63438848,8192,108938,48330316,1567993828.289
0.325,0.200,99.475,0,0,67633152,77824,48882,93389941,1567993829.290
0.125,0.100,99.775,0,0,45088768,8192,51529,25288852,1567993830.289
0,0.025,99.975,0,0,0,8192,79218,21971465,1567993831.289
0.375,0.175,99.450,0,0,90177536,2564096,81940,94299760,1567993832.289
0.275,0.200,99.525,0,0,90177536,8192,130272,94351320,1567993833.290
0.500,0.300,99.200,0,0,135266304,217088,124000,125794104,1567993834.289
0.300,0.175,99.525,0,0,81788928,8192,119562,86465236,1567993835.289
0.275,0.125,99.600,0,0,61865984,8192,95272,70896339,1567993836.289
0.150,0.075,99.750,0.025,0,36700160,4157440,75232,47175008,1567993837.289
0.225,0.325,99.450,0,0,93323264,8192,80174,94295140,1567993838.289
0.401,0.275,99.324,0,0,153092096,8192,117324,107045007,1567993839.289
0.476,0.326,99.198,0,0,157810688,8192,194233,199499636,1567993840.289
0.050,0.025,99.925,0,0,1572864,8192,76806,23630821,1567993841.289
0.125,0.125,99.725,0.025,0,69730304,4608000,50382,23580919,1567993842.289
0.476,0.401,99.124,0,0,144179200,8192,194072,188951616,1567993843.289
0.250,0.175,99.575,0,0,56623104,8192,117834,70907110,1567993844.289
0.100,0.025,99.875,0,0,22544384,8192,50342,23585473,1567993845.289
0.200,0.175,99.625,0,0,80216064,8192,98580,70732797,1567993846.289
0.350,0.275,99.375,0,0,106954752,4116480,84132,94327216,1567993847.289
0.476,0.275,99.249,0,0,152043520,8192,105726,165018477,1567993848.289
0.401,0.175,99.424,0,0,103284736,2408448,115642,118140872,1567993849.289
0.425,0.325,99.249,0,0,121110528,8192,88497,141648431,1567993850.289
0.425,0.250,99.325,0,0,112721920,8192,53240,101501768,1567993851.289
0.250,0.200,99.524,0.025,0,90177536,3354624,134056,110862857,1567993852.289
0.400,0.175,99.425,0,0,104333312,8192,135612,70796601,1567993853.289
0.476,0.200,99.324,0,0,121110528,12288,111556,165179030,1567993854.289
0.450,0.200,99.350,0,0,124256256,8192,137684,102476952,1567993855.289
0.175,0.125,99.700,0,0,56098816,8192,118940,77353507,1567993856.289
0.250,0.150,99.599,0,0,74448896,4763648,107748,79671570,1567993857.289
0.225,0.150,99.625,0,0,60821504,8192,110918,70769229,1567993858.289
0.375,0.200,99.425,0,0,106954752,8192,109804,94346987,1567993859.289
0.325,0.150,99.525,0,0,73400320,8192,112447,94304257,1567993860.289
0.175,0.050,99.775,0,0,45088768,8192,53318,47152304,1567993861.289
0.425,0.225,99.325,0.025,0,128450560,3878912,153524,94339502,1567993862.289
0.526,0.226,99.248,0,0,164626432,8192,121254,165617977,1567993863.289
0.450,0.250,99.300,0,0,122683392,49152,211274,141139955,1567993864.289
0.400,0.200,99.400,0,0,80216064,8192,134294,117898337,1567993865.289
0.300,0.125,99.574,0,0,90177536,8192,125992,94472344,1567993866.289
0.225,0.175,99.575,0.025,0,50855936,5468160,56308,47175056,1567993867.289
0.300,0.175,99.525,0,0,84410368,8192,98472,91467039,1567993868.289
0.225,0.075,99.699,0,0,67633152,8192,69230,73638321,1567993869.289
0.225,0.150,99.625,0,0,84410368,8192,88609,47193563,1567993870.289
0.350,0.275,99.374,0,0,95944704,8192,87688,117861905,1567993871.289
0.200,0.125,99.675,0,0,45088768,3928064,73016,70723821,1567993872.289
0.125,0.050,99.825,0,0,25165824,8192,26432,23585341,1567993873.289
0.100,0.025,99.875,0,0,38273024,8192,54476,23659934,1567993874.289
0.200,0.125,99.675,0,0,57671680,8192,82746,70819071,1567993875.289
0.075,0.025,99.900,0,0,14155776,8192,39582,23589895,1567993876.289
0.250,0.200,99.525,0.025,0,67633152,2031616,90010,70746525,1567993877.289
0.350,0.250,99.399,0,0,141033472,8192,68980,94295140,1567993878.289
0.550,0.225,99.224,0,0,122159104,8192,65950,165065564,1567993879.289
0.250,0.175,99.575,0,0,52428800,2838528,41691,48153199,1567993880.289
0.451,0.325,99.224,0,0,135266304,8192,187130,164097681,1567993881.290
0.175,0.150,99.675,0,0,58720256,2048000,59866,47152436,1567993882.289
0.225,0.200,99.575,0,0,72876032,8192,108804,70755633,1567993883.289
0.175,0.100,99.725,0,0,44564480,8192,54458,47208507,1567993884.289
0.451,0.350,99.199,0,0,159383552,12288,99670,141895324,1567993885.289
0.250,0.150,99.600,0,0,47710208,8192,155976,94016540,1567993886.289
0.325,0.200,99.450,0.025,0,105381888,4399104,57108,70723887,1567993887.289
0.500,0.325,99.175,0,0,120061952,8192,128182,155322726,1567993888.289
0.025,0.050,99.925,0,0,21495808,8192,59510,9784118,1567993889.289
0.450,0.275,99.274,0,0,117964800,8192,65249,134523931,1567993890.289
0.200,0.075,99.725,0,0,60293120,8192,35484,54080218,1567993891.289
0.375,0.250,99.375,0,0,110100480,4374528,70800,118114863,1567993892.289
0.250,0.150,99.599,0,0,73400320,8192,105648,94366394,1567993893.290
0.350,0.175,99.474,0,0,90177536,8192,94312,94410389,1567993894.289
0.200,0.050,99.750,0,0,54001664,8192,28164,20942164,1567993895.289
0.401,0.175,99.424,0,0,103809024,8192,77056,144067557,1567993896.289
0.225,0.125,99.625,0.025,0,45088768,3796992,116756,47343164,1567993897.289
0.100,0.050,99.850,0,0,36700160,8192,54692,23697497,1567993898.289
0.175,0.075,99.750,0,0,30932992,8192,59298,47204313,1567993899.289
0.200,0.125,99.675,0,0,65536000,45056,51879,47157103,1567993900.289
0.100,0.025,99.875,0,0,2097152,8192,99510,23756531,1567993901.289
0.225,0.125,99.650,0,0,67633152,2183168,87876,30901259,1567993902.289
0.400,0.200,99.400,0,0,111673344,8192,135670,111583626,1567993903.289
0.375,0.300,99.325,0,0,101711872,8192,126256,140559894,1567993904.289
0.175,0.050,99.775,0,0,34603008,8192,79260,47391474,1567993905.289
0.025,0.025,99.950,0,0,0,8192,24888,13956,1567993906.289
0.075,0.100,99.800,0.025,0,22544384,2883584,77960,23617393,1567993907.289
0.075,0.100,99.825,0,0,30932992,8192,50836,23691387,1567993908.289
0.225,0.075,99.700,0,0,59768832,8192,79144,47267529,1567993909.289
0.476,0.250,99.274,0,0,134742016,2322432,111967,161407861,1567993910.289
0.501,0.250,99.249,0,0,150994944,8192,123148,133824295,1567993911.289
0.275,0.125,99.600,0,0,61865984,1974272,100818,82058767,1567993912.289
0.075,0.025,99.900,0,0,30932992,8192,29486,23580919,1567993913.289
0.300,0.225,99.475,0,0,76021760,8192,105180,88866322,1567993914.289
0.275,0.200,99.524,0,0,124780544,8192,60210,93718372,1567993915.289
0.476,0.275,99.249,0,0,122159104,12288,104470,171260508,1567993916.289
0.275,0.225,99.475,0.025,0,117964800,4583424,75206,70755699,1567993917.289
0.175,0.075,99.750,0,0,14155776,8192,54132,70732665,1567993918.289
0.425,0.250,99.324,0,0,156237824,8192,71716,101063007,1567993919.289
0.525,0.300,99.174,0,0,153616384,8192,144826,182025531,1567993920.289
0.450,0.350,99.200,0,0,118489088,8192,95550,130072471,1567993921.289
0.150,0.175,99.650,0.025,0,45088768,4878336,42248,58538939,1567993922.289
0.275,0.175,99.550,0,0,67633152,8192,38760,94290586,1567993923.289
0.375,0.200,99.424,0,0,125304832,8192,134448,94512043,1567993924.289
0.300,0.150,99.550,0,0,55050240,8192,101508,94335898,1567993925.289
0.225,0.150,99.625,0,0,67633152,8192,58056,70728309,1567993926.289
0.200,0.125,99.674,0,0,67633152,4075520,84852,70729823,1567993927.289
0.350,0.200,99.449,0,0,115867648,8192,98054,94351452,1567993928.289
0.400,0.225,99.375,0,0,120586240,8192,61388,105783717,1567993929.289
0.351,0.150,99.499,0,0,79167488,8192,80925,130057115,1567993930.289
0.025,0,99.975,0,0,0,8192,58144,45834,1567993931.289
0.250,0.175,99.550,0.025,0,74973184,3883008,63978,70741947,1567993932.289
0.400,0.225,99.374,0,0,124780544,8192,83210,108098523,1567993933.289
0.325,0.375,99.300,0,0,93323264,8192,87004,127711907,1567993934.289
0.250,0.100,99.650,0,0,94371840,8192,48300,47241894,1567993935.289
0.400,0.225,99.375,0,0,69246976,40960,115820,117907785,1567993936.289
0.100,0.075,99.825,0,0,44564480,4218880,37898,23585473,1567993937.289
0.350,0.225,99.425,0,0,84934656,8192,79206,117898319,1567993938.289
0.050,0.050,99.900,0,0,28311552,8192,48138,23720624,1567993939.289
0.200,0.175,99.625,0,0,51904512,8192,41105,47152445,1567993940.289
0.175,0.150,99.675,0,0,68157440,2088960,37086,47147816,1567993941.289
0.300,0.200,99.474,0.025,0,77070336,1232896,151996,118017943,1567993942.289
0.425,0.275,99.300,0,0,117964800,8192,80342,88392345,1567993943.289
0.425,0.300,99.275,0,0,119537664,8192,98880,124475109,1567993944.289
0.376,0.301,99.324,0,0,132280320,8192,109226,141474761,1567993945.290
0.351,0.150,99.499,0,0,86126592,4370432,90746,94332274,1567993946.289
0.426,0.301,99.274,0,0,137887744,1454080,93078,120428570,1567993947.289
0.526,0.250,99.224,0,0,127926272,8192,81702,186068765,1567993948.289
0.100,0.050,99.850,0,0,36175872,8192,76786,23853696,1567993949.289
0.175,0.125,99.700,0,0,54001664,8192,73211,70755708,1567993950.289
0.025,0.025,99.950,0,0,0,8192,12246,294,1567993951.289
0.300,0.200,99.475,0.025,0,81788928,3186688,79436,70934279,1567993952.289
0.150,0.100,99.750,0,0,30932992,8192,41778,47211272,1567993953.289
0.150,0.050,99.800,0,0,45088768,8192,56570,47213093,1567993954.289
0.075,0.050,99.875,0,0,29884416,8192,22094,16596840,1567993955.289
0.100,0.100,99.800,0,0,23597056,8192,68524,30601298,1567993956.289
0.275,0.175,99.549,0,0,102236160,2560000,142326,94475324,1567993957.289
0.475,0.225,99.299,0,0,121110528,8192,129364,108928256,1567993958.289
0.526,0.300,99.174,0,0,150470656,8192,169006,174123905,1567993959.289
0.451,0.275,99.274,0,0,128974848,8192,169545,141474285,1567993960.289
0.250,0.150,99.600,0,0,52428800,8192,62276,62381954,1567993961.289
0.175,0.175,99.625,0.025,0,67633152,5210112,85674,79245998,1567993962.289
0.200,0.175,99.625,0,0,67633152,8192,41174,53625146,1567993963.289
0.250,0.175,99.575,0,0,67633152,8192,59976,64325824,1567993964.289
0.150,0.125,99.725,0,0,45088768,8192,66026,70723689,1567993965.289
0.250,0.175,99.575,0,0,67633152,8192,100670,70940287,1567993966.289
0.300,0.225,99.474,0,0,90177536,3469312,80506,94295272,1567993967.289
0.150,0.125,99.725,0,0,69206016,8192,37444,47172118,1567993968.289
0.175,0.150,99.675,0,0,47710208,8192,34592,70775374,1567993969.289
0.275,0.150,99.575,0,0,85983232,8192,40605,70726924,1567993970.289
0.200,0.150,99.650,0,0,45088768,8192,82472,70728177,1567993971.289
0.175,0.150,99.650,0.025,0,45088768,3026944,69150,47302250,1567993972.289
0.050,0.025,99.925,0,0,22544384,8192,30040,18630,1567993973.289
0.400,0.350,99.250,0,0,112721920,8192,111324,133557755,1567993974.289
0.200,0.200,99.600,0,0,67633152,8192,107510,78802381,1567993975.290
0.400,0.275,99.324,0,0,125304832,8192,66376,107836620,1567993976.289
0.401,0.326,99.274,0,0,128450560,4595712,132868,151521003,1567993977.289
0.375,0.225,99.400,0,0,106954752,12288,54616,81097725,1567993978.289
0.125,0.150,99.725,0,0,22544384,8192,91366,60433288,1567993979.289
0.100,0.125,99.775,0,0,35127296,8192,35912,23585927,1567993980.289
0.225,0.125,99.650,0,0,77594624,8192,36042,70720857,1567993981.289
0.175,0.125,99.700,0,0,40894464,2953216,79408,47268153,1567993982.289
0.300,0.300,99.399,0,0,124780544,8192,66532,117904363,1567993983.289
0.400,0.275,99.325,0,0,109051904,8192,72706,123388466,1567993984.289
0.250,0.200,99.550,0,0,106954752,8192,58024,86464915,1567993985.289
0.225,0.200,99.575,0,0,46661632,8192,73976,96705353,1567993986.289
0.125,0.150,99.700,0.025,0,56623104,4571136,59968,23876227,1567993987.289
0.525,0.275,99.200,0,0,123731968,8192,137396,165075857,1567993988.289
0.351,0.250,99.399,0,0,112721920,8192,137704,118043169,1567993989.289
0.150,0.100,99.750,0,0,45088768,8192,48749,47159210,1567993990.289
0.225,0.175,99.600,0,0,90177536,8192,38640,47152502,1567993991.289
0.451,0.225,99.299,0.025,0,112721920,4681728,127734,163430235,1567993992.289
0.300,0.225,99.475,0,0,90177536,8192,102038,95957350,1567993993.290
0.125,0.050,99.825,0,0,23592960,8192,23702,23628050,1567993994.289
0.275,0.150,99.574,0,0,89128960,8192,146840,94433022,1567993995.290
0.125,0.100,99.775,0,0,63438848,8192,40060,23585539,1567993996.289
0.250,0.200,99.550,0,0,49283072,8192,84058,94295008,1567993997.289
0,0.050,99.950,0,0,2621440,3248128,23572,9468,1567993998.289
0.125,0.050,99.825,0,0,42467328,8192,48784,47213023,1567993999.289
0.275,0.200,99.525,0,0,67633152,8192,66573,70728450,1567994000.289
0.125,0.100,99.775,0,0,36700160,8192,68864,23612797,1567994001.289
0.175,0.100,99.725,0,0,53477376,8192,66714,70846299,1567994002.289
0.175,0.100,99.700,0.025,0,45088768,2207744,101738,47202398,1567994003.289
0.225,0.200,99.575,0,0,67633152,8192,77210,70796624,1567994004.289
0.175,0.200,99.625,0,0,67633152,8192,60218,70755591,1567994005.289
0.275,0.200,99.525,0,0,90177536,8192,79908,94299694,1567994006.290
0.100,0.050,99.850,0,0,22544384,8192,24322,6704364,1567994007.289
0.300,0.225,99.474,0,0,92274688,3379200,91174,111298607,1567994008.289
0.100,0.050,99.850,0,0,20447232,8192,77610,23668934,1567994009.289
0.200,0.175,99.625,0,0,67633152,8192,46965,47152511,1567994010.289
0.350,0.175,99.474,0,0,90177536,8192,68050,117857483,1567994011.290
0.125,0.050,99.825,0,0,22544384,8192,35084,23580919,1567994012.289
0.450,0.275,99.274,0,0,135266304,3031040,123572,130915853,1567994013.289
0.200,0.100,99.700,0,0,67633152,8192,42246,57762606,1567994014.289
0.200,0.125,99.675,0,0,22544384,8192,90856,47211440,1567994015.289
0.175,0.125,99.700,0,0,45088768,8192,32000,47152304,1567994016.289
0.150,0.125,99.725,0,0,64487424,8192,47480,47193170,1567994017.289
0.050,0.075,99.850,0.025,0,3145728,3313664,38790,23585445,1567994018.289
0,0,100,0,0,0,8192,49206,92929,1567994019.289
0,0.025,99.975,0,0,0,8192,29697,18651,1567994020.289
0.025,0.025,99.950,0,0,0,8192,21120,11182,1567994021.289
0.025,0.025,99.950,0,0,0,8192,16500,4848,1567994022.289
0.050,0.025,99.925,0,0,0,364544,44724,32172,1567994023.289
0,0.025,99.975,0,0,0,8192,18966,61051,1567994024.289
0.025,0.025,99.950,0,0,0,8192,27348,13956,1567994025.289
0.050,0.050,99.900,0,0,0,8192,35856,23064,1567994026.289
0,0.025,99.975,0,0,0,8192,22772,9828,1567994027.289
0.025,0.025,99.950,0,0,0,327680,16380,4848,1567994028.289
0,0.025,99.975,0,0,0,8192,53196,97483,1567994029.289
0,0.025,99.975,0,0,0,8192,20409,9543,1567994030.289
0.025,0,99.975,0,0,0,8192,19314,9402,1567994031.289
0.025,0,99.975,0,0,0,8192,24948,13998,1567994032.289
0,0.025,99.975,0,0,0,327680,16320,4848,1567994033.289
0.025,0.025,99.950,0,0,0,8192,53298,97483,1567994034.289
0.025,0,99.975,0,0,0,8192,21234,9402,1567994035.289
0.025,0.050,99.925,0,0,0,8192,20574,9402,1567994036.289
0.025,0.025,99.950,0,0,0,8192,30702,18576,1567994037.289
0,0.025,99.975,0,0,0,389120,47958,36780,1567994038.289
0,0,100,0,0,0,8192,22374,65605,1567994039.289
0.025,0.025,99.950,0,0,0,8192,21669,9543,1567994040.289
0.025,0.025,99.950,0,0,0,8192,21714,9456,1567994041.289
0.025,0.025,99.950,0,0,0,8192,17400,4848,1567994042.289
0,0,100,0,0,0,270336,25908,13956,1567994043.289
0.025,0.025,99.950,0,0,0,12288,57816,102037,1567994044.289
0,0,100,0,0,0,8192,20814,9402,1567994045.289
0.050,0.025,99.925,0,0,0,8192,16920,4848,1567994046.289
0,0.050,99.950,0,0,0,8192,52632,41280,1567994047.289
0.025,0,99.975,0,0,0,339968,20574,9402,1567994048.289
0,0.025,99.975,0,0,0,28672,30984,74713,1567994049.289
0.075,0.050,99.875,0,0,0,8192,59868,47952,1567994050.289
1.152,0.726,97.997,0.125,0,5836800,634880,64329,51320,1567994051.289
0.375,0.225,99.350,0.050,0,1769472,942080,55122,43108,1567994052.289
0,0,100,0,0,0,8192,45564,32172,1567994053.289
0.025,0.025,99.950,0,0,0,8192,23436,65605,1567994054.289
0,0.025,99.975,0,0,0,8192,23154,9402,1567994055.289
0.025,0.025,99.950,0,0,0,8192,18540,4848,1567994056.289
0,0.050,99.925,0.025,0,0,376832,22674,9444,1567994057.289
0.025,0.025,99.950,0,0,0,8192,58986,45834,1567994058.289
0.025,0,99.975,0,0,0,8192,31596,74713,1567994059.289
0,0.025,99.975,0,0,0,8192,21069,9543,1567994060.289
0.025,0,99.975,0,0,0,8192,17040,4848,1567994061.289
0,0.025,99.975,0,0,0,344064,17700,4848,1567994062.289
0.150,0.100,99.750,0,0,36700160,8192,30310,10611,1567994063.289
0.475,0.400,99.124,0,0,171966464,8192,274549,163706101,1567994064.289
0.476,0.375,99.149,0,0,165675008,8192,217168,141368408,1567994065.289
0.501,0.426,99.074,0,0,163053568,8192,247349,174473678,1567994066.289
0.576,0.401,99.024,0,0,162529280,5775360,255791,168104280,1567994067.289
0.376,0.301,99.324,0,0,160432128,8192,241857,155645562,1567994068.289
0.601,0.475,98.924,0,0,159907840,0,335877,211915211,1567994069.290
0.500,0.225,99.275,0,0,130547712,8192,98725,97967139,1567994070.289
0.125,0.300,99.575,0,0,51904512,8192,251761,138564006,1567994071.289
0.325,0.275,99.374,0.025,0,83361792,6443008,217320,139954214,1567994072.289
0,0.050,99.950,0,0,0,8192,52752,41280,1567994073.289
0.375,0.275,99.349,0,0,112197632,8192,143470,95435387,1567994074.289
0.300,0.250,99.449,0,0,69206016,8192,216027,142575320,1567994075.289
0.225,0.250,99.525,0,0,58720256,8192,195525,115770352,1567994076.289
0.275,0.325,99.374,0.025,0,97517568,4100096,146382,109715258,1567994077.289
0.401,0.251,99.348,0,0,136839168,8192,161558,150338278,1567994078.289
0.325,0.175,99.499,0,0,76021760,8192,144718,140933915,1567994079.289
0.275,0.350,99.375,0,0,98566144,8192,145485,117857624,1567994080.289
0.300,0.250,99.449,0,0,100139008,8192,171446,100011980,1567994081.289
0.351,0.300,99.324,0.025,0,119537664,6713344,254154,135792198,1567994082.289
0.376,0.225,99.399,0,0,89128960,8192,184004,129839237,1567994083.289
0.300,0.225,99.474,0,0,89128960,8192,183440,107936382,1567994084.289
0.275,0.451,99.274,0,0,81264640,8192,254530,187060402,1567994085.289
0.300,0.275,99.424,0,0,90177536,8192,122038,95303620,1567994086.289
0.275,0.400,99.325,0,0,67633152,4374528,173980,117678687,1567994087.289
0.275,0.200,99.524,0,0,90177536,12288,147872,108448132,1567994088.289
0.225,0.300,99.475,0,0,85987328,8192,133578,93184123,1567994089.289
0.526,0.275,99.199,0,0,116391936,8192,217231,163898376,1567994090.289
0.476,0.250,99.274,0,0,150491136,8192,138854,129133944,1567994091.290
0.650,0.450,98.874,0.025,0,128974848,5812224,206072,203682806,1567994092.289
0.476,0.350,99.174,0,0,157810688,8192,213604,173725408,1567994093.289
0.450,0.400,99.150,0,0,139984896,8192,85066,144891475,1567994094.289
0.351,0.175,99.474,0,0,119013376,8192,112424,128130144,1567994095.289
0.175,0.150,99.675,0,0,48758784,8192,74660,68741704,1567994096.289
0.375,0.250,99.350,0.025,0,95420416,5967872,106634,83002454,1567994097.289
0.300,0.275,99.424,0,0,84934656,8192,155888,141445504,1567994098.289
0,0.025,99.975,0,0,0,8192,44352,88375,1567994099.289
0.150,0.150,99.700,0,0,54525952,8192,63179,47200893,1567994100.289
0.175,0.200,99.625,0,0,44040192,8192,142254,70805727,1567994101.290
0.450,0.425,99.100,0.025,0,130297856,3567616,66344,95644378,1567994102.289
0.526,0.375,99.099,0,0,144703488,8192,157044,188264515,1567994103.289
0.275,0.250,99.474,0,0,80216064,8192,158394,106862848,1567994104.289
0.200,0.075,99.725,0,0,65536000,8192,54896,78349719,1567994105.289
0.200,0.175,99.625,0,0,67633152,8192,93514,73341248,1567994106.289
0.300,0.225,99.450,0.025,0,90177536,4866048,116824,70760253,1567994107.289
0.250,0.125,99.624,0,0,67633152,8192,126560,94311752,1567994108.289
0.200,0.325,99.475,0,0,67633152,8192,104200,70823798,1567994109.289
0.125,0.050,99.825,0,0,22544384,8192,39763,23585548,1567994110.289
0.225,0.125,99.650,0,0,51904512,8192,37434,47152370,1567994111.289
0.175,0.075,99.725,0.025,0,38273024,3031040,103056,47206850,1567994112.289
0.250,0.225,99.525,0,0,67633152,442368,75898,78420934,1567994113.289
0.150,0.125,99.725,0,0,45088768,8192,52562,63073509,1567994114.289
0.200,0.100,99.700,0,0,65536000,8192,42088,41503795,1567994115.289
0.375,0.250,99.375,0,0,92274688,8192,86190,132756634,1567994116.289
0.075,0.075,99.850,0,0,22544384,2621440,49942,37932002,1567994117.289
0.325,0.225,99.450,0,0,90177536,94208,98552,100311848,1567994118.289
0.125,0.075,99.800,0,0,22544384,8192,44950,41228201,1567994119.289
0.200,0.250,99.550,0,0,72876032,8192,46507,70723962,1567994120.289
0.451,0.251,99.299,0,0,128974848,8192,155232,155852572,1567994121.289
0.400,0.350,99.225,0.025,0,112721920,4362240,124496,150729187,1567994122.289
0.125,0.100,99.775,0,0,45088768,12288,37466,47147750,1567994123.289
0.325,0.225,99.449,0,0,108527616,8192,175438,94496783,1567994124.289
0.451,0.175,99.374,0,0,146276352,8192,106396,117866855,1567994125.289
0.576,0.250,99.174,0,0,146800640,8192,189374,188629212,1567994126.289
0.426,0.300,99.249,0.025,0,139460608,5689344,78990,141433620,1567994127.289
0.350,0.225,99.424,0,0,90177536,8192,140028,116287648,1567994128.289
0.250,0.150,99.600,0,0,67633152,8192,81846,72454469,1567994129.289
0.250,0.175,99.575,0,0,67633152,8192,36279,70723896,1567994130.289
0.275,0.175,99.549,0,0,90177536,8192,75172,94308802,1567994131.289
0.025,0.025,99.950,0,0,0,3805184,21180,4890,1567994132.289
0.125,0.150,99.725,0,0,67633152,8192,36480,47152370,1567994133.289
0.150,0.150,99.700,0,0,41943040,188416,58342,47409881,1567994134.289
0.325,0.075,99.599,0,0,70778880,8192,75006,94322464,1567994135.289
0.125,0.100,99.775,0,0,59244544,8192,34552,23590159,1567994136.289
0.250,0.150,99.575,0.025,0,53477376,2977792,39214,94290454,1567994137.289
0.376,0.200,99.424,0,0,133693440,8192,63888,105500386,1567994138.289
0.325,0.275,99.400,0,0,91750400,8192,136834,130487245,1567994139.289
0.200,0.075,99.725,0,0,57671680,8192,80685,47188943,1567994140.289
0.451,0.250,99.299,0,0,122867712,8192,156926,136386055,1567994141.289
0.150,0.100,99.725,0.025,0,30932992,4321280,72626,28654252,1567994142.289
0.325,0.125,99.550,0,0,81788928,8192,140938,94384574,1567994143.289
0.150,0.150,99.700,0,0,45088768,1261568,79724,47240347,1567994144.289
0.050,0.075,99.875,0,0,5242880,8192,18956,5018,1567994145.289
0.300,0.150,99.550,0,0,84934656,8192,73400,94295008,1567994146.289
0.200,0.150,99.650,0,0,67633152,1798144,44838,70723755,1567994147.289
0.075,0.075,99.850,0,0,22544384,8192,32260,23580853,1567994148.289
0.200,0.100,99.700,0,0,45088768,8192,73512,47273681,1567994149.289
0.275,0.200,99.525,0,0,85458944,8192,71419,70728504,1567994150.289
0.125,0.075,99.800,0,0,27262976,8192,112742,47203860,1567994151.289
0,0,100,0,0,0,2007040,28674,9402,1567994152.289
0.400,0.200,99.400,0,0,112721920,8192,81566,100563232,1567994153.289
0.225,0.200,99.575,0,0,89653248,49152,108928,88174277,1567994154.290
0.475,0.250,99.274,0,0,128450560,8192,97860,141591340,1567994155.289
0.250,0.225,99.525,0,0,74973184,8192,110186,94387512,1567994156.289
0.200,0.150,99.625,0.025,0,66060288,4435968,33660,47143262,1567994157.290
0.150,0.075,99.775,0,0,24117248,8192,38440,47147684,1567994158.290
0.300,0.225,99.475,0,0,107479040,8192,108500,94398265,1567994159.289
0.600,0.375,99.024,0,0,159907840,8192,256545,161494603,1567994160.289
0.551,0.200,99.249,0,0,138412032,8192,173052,150194541,1567994161.289
0.025,0.050,99.900,0.025,0,0,4571136,31152,18679981,1567994162.289
0.275,0.225,99.500,0,0,93847552,8192,48924,55600556,1567994163.289
0.475,0.400,99.125,0,0,131596288,8192,110030,180188741,1567994164.289
0.200,0.150,99.650,0,0,62390272,8192,68372,47179628,1567994165.289
0.100,0.050,99.850,0,0,12058624,8192,24154,23576299,1567994166.289
0.275,0.200,99.525,0,0,83361792,3645440,62166,94393538,1567994167.289
0.400,0.250,99.349,0,0,128974848,8192,100358,116386208,1567994168.289
0.525,0.300,99.174,0,0,141557760,8192,73044,133124807,1567994169.289
0.350,0.225,99.424,0,0,119013376,8192,65289,104902350,1567994170.289
0.351,0.200,99.449,0,0,89128960,8192,95200,140957906,1567994171.289
0.375,0.250,99.350,0.025,0,107479040,5894144,53961,117863940,1567994172.289
0.300,0.225,99.474,0,0,90177536,8192,90860,94321905,1567994173.289
0.300,0.175,99.524,0,0,125304832,8192,92034,70905906,1567994174.289
0.500,0.250,99.250,0,0,100139008,2347008,83348,165024225,1567994175.289
0.501,0.275,99.224,0,0,137363456,8192,131460,141507554,1567994176.289
0.150,0.200,99.625,0.025,0,61341696,2580480,73088,47152304,1567994177.289
0.225,0.175,99.600,0,0,70254592,8192,57990,70719201,1567994178.289
0.250,0.100,99.650,0,0,74973184,8192,80896,70816456,1567994179.289
0.400,0.275,99.325,0,0,113770496,8192,125891,117903098,1567994180.289
0.225,0.150,99.625,0,0,60817408,8192,50834,90996125,1567994181.289
0.150,0.100,99.750,0,0,25165824,3739648,25968,26913206,1567994182.289
0.525,0.275,99.199,0,0,170917888,8192,98770,141447216,1567994183.289
0.576,0.301,99.123,0,0,145752064,8192,97938,174202512,1567994184.289
0.351,0.200,99.449,0,0,123207680,12288,113236,110127107,1567994185.289
0.200,0.150,99.650,0,0,53477376,8192,65180,93021674,1567994186.289
0.250,0.250,99.474,0.025,0,90177536,5677056,44710,94286032,1567994187.289
0.225,0.225,99.550,0,0,67633152,8192,62482,70737483,1567994188.289
0.200,0.100,99.700,0,0,67633152,8192,53522,70789094,1567994189.289
0.175,0.175,99.650,0,0,67637248,65536,78219,70752734,1567994190.289
0.325,0.150,99.525,0,0,90177536,8192,82972,74714737,1567994191.289
0.375,0.250,99.350,0.025,0,90177536,3665920,75874,113987669,1567994192.289
0.150,0.100,99.750,0,0,45088768,8192,98816,47396154,1567994193.289
0.075,0.075,99.850,0,0,22544384,8192,45034,23646164,1567994194.289
0.125,0.075,99.800,0,0,42991616,8192,41658,23585539,1567994195.289
0.250,0.100,99.650,0,0,55574528,8192,62778,70778193,1567994196.289
0.050,0.050,99.900,0,0,14155776,2265088,27300,23576233,1567994197.289
